,mass A,
t,x,y
101.539,-8.95E-02,-2.55E-01
101.572,-8.95E-02,-2.54E-01
101.606,-8.94E-02,-2.54E-01
101.639,-8.94E-02,-2.53E-01
101.673,-8.94E-02,-2.52E-01
101.706,-8.95E-02,-2.52E-01
101.739,-8.95E-02,-2.51E-01
101.773,-8.94E-02,-2.51E-01
101.806,-8.94E-02,-2.50E-01
101.839,-8.94E-02,-2.49E-01
101.873,-8.95E-02,-2.49E-01
101.906,-8.94E-02,-2.48E-01
101.939,-8.94E-02,-2.47E-01
101.973,-8.95E-02,-2.47E-01
102.006,-8.95E-02,-2.46E-01
102.039,-8.95E-02,-2.45E-01
102.073,-8.95E-02,-2.45E-01
102.106,-8.94E-02,-2.44E-01
102.14,-8.94E-02,-2.43E-01
102.173,-8.94E-02,-2.43E-01
102.206,-8.94E-02,-2.42E-01
102.24,-8.94E-02,-2.41E-01
102.273,-8.94E-02,-2.41E-01
102.306,-8.94E-02,-2.40E-01
102.34,-8.94E-02,-2.39E-01
102.373,-8.94E-02,-2.39E-01
102.406,-8.94E-02,-2.38E-01
102.44,-8.94E-02,-2.37E-01
102.473,-8.94E-02,-2.37E-01
102.506,-8.93E-02,-2.36E-01
102.54,-8.93E-02,-2.35E-01
102.573,-8.93E-02,-2.35E-01
102.607,-8.93E-02,-2.34E-01
102.64,-8.92E-02,-2.34E-01
102.673,-8.92E-02,-2.33E-01
102.707,-8.91E-02,-2.32E-01
102.74,-8.91E-02,-2.32E-01
102.773,-8.91E-02,-2.31E-01
102.807,-8.89E-02,-2.30E-01
102.84,-8.87E-02,-2.29E-01
102.873,-8.86E-02,-2.29E-01
102.907,-8.85E-02,-2.28E-01
102.94,-8.82E-02,-2.27E-01
102.973,-8.80E-02,-2.26E-01
103.007,-8.79E-02,-2.25E-01
103.04,-8.78E-02,-2.25E-01
103.074,-8.75E-02,-2.24E-01
103.107,-8.73E-02,-2.23E-01
103.14,-8.72E-02,-2.22E-01
103.174,-8.71E-02,-2.21E-01
103.207,-8.68E-02,-2.21E-01
103.24,-8.67E-02,-2.20E-01
103.274,-8.65E-02,-2.20E-01
103.307,-8.64E-02,-2.19E-01
103.34,-8.62E-02,-2.18E-01
103.374,-8.60E-02,-2.18E-01
103.407,-8.59E-02,-2.17E-01
103.44,-8.57E-02,-2.16E-01
103.474,-8.55E-02,-2.16E-01
103.507,-8.53E-02,-2.16E-01
103.541,-8.51E-02,-2.15E-01
103.574,-8.49E-02,-2.14E-01
103.607,-8.47E-02,-2.13E-01
103.641,-8.46E-02,-2.13E-01
103.674,-8.43E-02,-2.12E-01
103.707,-8.41E-02,-2.11E-01
103.741,-8.38E-02,-2.11E-01
103.774,-8.36E-02,-2.10E-01
103.807,-8.33E-02,-2.09E-01
103.841,-8.31E-02,-2.08E-01
103.874,-8.29E-02,-2.08E-01
103.907,-8.25E-02,-2.07E-01
103.941,-8.22E-02,-2.06E-01
103.974,-8.20E-02,-2.05E-01
104.008,-8.16E-02,-2.05E-01
104.041,-8.13E-02,-2.04E-01
104.074,-8.10E-02,-2.03E-01
104.108,-8.07E-02,-2.03E-01
104.141,-8.03E-02,-2.02E-01
104.174,-8.00E-02,-2.01E-01
104.208,-7.96E-02,-2.01E-01
104.241,-7.93E-02,-2.00E-01
104.274,-7.90E-02,-2.00E-01
104.308,-7.87E-02,-1.99E-01
104.341,-7.83E-02,-1.99E-01
104.374,-7.80E-02,-1.98E-01
104.408,-7.78E-02,-1.98E-01
104.441,-7.75E-02,-1.97E-01
104.475,-7.71E-02,-1.97E-01
104.508,-7.68E-02,-1.96E-01
104.541,-7.65E-02,-1.95E-01
104.575,-7.62E-02,-1.95E-01
104.608,-7.58E-02,-1.94E-01
104.641,-7.55E-02,-1.93E-01
104.675,-7.52E-02,-1.93E-01
104.708,-7.49E-02,-1.92E-01
104.741,-7.45E-02,-1.91E-01
104.775,-7.41E-02,-1.91E-01
104.808,-7.37E-02,-1.90E-01
104.841,-7.33E-02,-1.89E-01
104.875,-7.28E-02,-1.89E-01
104.908,-7.24E-02,-1.88E-01
104.942,-7.20E-02,-1.87E-01
104.975,-7.16E-02,-1.87E-01
105.008,-7.12E-02,-1.86E-01
105.042,-7.07E-02,-1.86E-01
105.075,-7.02E-02,-1.85E-01
105.108,-6.98E-02,-1.85E-01
105.142,-6.94E-02,-1.84E-01
105.175,-6.92E-02,-1.84E-01
105.208,-6.88E-02,-1.83E-01
105.242,-6.83E-02,-1.83E-01
105.275,-6.77E-02,-1.82E-01
105.308,-6.73E-02,-1.82E-01
105.342,-6.72E-02,-1.81E-01
105.375,-6.68E-02,-1.81E-01
105.409,-6.62E-02,-1.80E-01
105.442,-6.60E-02,-1.80E-01
105.475,-6.55E-02,-1.80E-01
105.509,-6.49E-02,-1.79E-01
105.542,-6.43E-02,-1.78E-01
105.575,-6.41E-02,-1.78E-01
105.609,-6.35E-02,-1.78E-01
105.642,-6.30E-02,-1.77E-01
105.675,-6.23E-02,-1.77E-01
105.709,-6.17E-02,-1.76E-01
105.742,-6.15E-02,-1.76E-01
105.775,-6.10E-02,-1.75E-01
105.809,-6.04E-02,-1.75E-01
105.842,-5.98E-02,-1.74E-01
105.876,-5.96E-02,-1.74E-01
105.909,-5.91E-02,-1.73E-01
105.942,-5.85E-02,-1.73E-01
105.976,-5.84E-02,-1.73E-01
106.009,-5.79E-02,-1.72E-01
106.042,-5.73E-02,-1.72E-01
106.076,-5.72E-02,-1.71E-01
106.109,-5.67E-02,-1.71E-01
106.142,-5.66E-02,-1.71E-01
106.176,-5.61E-02,-1.70E-01
106.209,-5.60E-02,-1.70E-01
106.242,-5.54E-02,-1.70E-01
106.276,-5.53E-02,-1.69E-01
106.309,-5.48E-02,-1.69E-01
106.343,-5.47E-02,-1.69E-01
106.376,-5.41E-02,-1.68E-01
106.409,-5.39E-02,-1.68E-01
106.443,-5.34E-02,-1.68E-01
106.476,-5.28E-02,-1.67E-01
106.509,-5.27E-02,-1.67E-01
106.543,-5.21E-02,-1.67E-01
106.576,-5.20E-02,-1.66E-01
106.609,-5.12E-02,-1.66E-01
106.643,-5.09E-02,-1.66E-01
106.676,-5.02E-02,-1.65E-01
106.709,-5.01E-02,-1.65E-01
106.743,-4.95E-02,-1.65E-01
106.776,-4.93E-02,-1.64E-01
106.81,-4.86E-02,-1.64E-01
106.843,-4.84E-02,-1.64E-01
106.876,-4.77E-02,-1.64E-01
106.91,-4.75E-02,-1.63E-01
106.943,-4.73E-02,-1.63E-01
106.976,-4.65E-02,-1.63E-01
107.01,-4.64E-02,-1.63E-01
107.043,-4.64E-02,-1.63E-01
107.076,-4.57E-02,-1.62E-01
107.11,-4.56E-02,-1.62E-01
107.143,-4.55E-02,-1.62E-01
107.176,-4.53E-02,-1.62E-01
107.21,-4.46E-02,-1.62E-01
107.243,-4.46E-02,-1.61E-01
107.277,-4.46E-02,-1.61E-01
107.31,-4.39E-02,-1.61E-01
107.343,-4.39E-02,-1.61E-01
107.377,-4.39E-02,-1.61E-01
107.41,-4.33E-02,-1.60E-01
107.443,-4.33E-02,-1.60E-01
107.477,-4.27E-02,-1.60E-01
107.51,-4.27E-02,-1.60E-01
107.543,-4.20E-02,-1.59E-01
107.577,-4.20E-02,-1.59E-01
107.61,-4.20E-02,-1.59E-01
107.643,-4.13E-02,-1.58E-01
107.677,-4.13E-02,-1.58E-01
107.71,-4.07E-02,-1.58E-01
107.744,-4.06E-02,-1.58E-01
107.777,-4.04E-02,-1.58E-01
107.81,-4.03E-02,-1.58E-01
107.844,-4.01E-02,-1.58E-01
107.877,-3.94E-02,-1.57E-01
107.91,-3.94E-02,-1.57E-01
107.944,-3.91E-02,-1.57E-01
107.977,-3.90E-02,-1.57E-01
108.01,-3.90E-02,-1.57E-01
108.044,-3.89E-02,-1.57E-01
108.077,-3.88E-02,-1.57E-01
108.11,-3.88E-02,-1.57E-01
108.144,-3.88E-02,-1.57E-01
108.177,-3.86E-02,-1.57E-01
108.211,-3.84E-02,-1.57E-01
108.244,-3.84E-02,-1.57E-01
108.277,-3.83E-02,-1.57E-01
108.311,-3.77E-02,-1.57E-01
108.344,-3.76E-02,-1.57E-01
108.377,-3.75E-02,-1.56E-01
108.411,-3.73E-02,-1.56E-01
108.444,-3.72E-02,-1.56E-01
108.477,-3.70E-02,-1.56E-01
108.511,-3.64E-02,-1.56E-01
108.544,-3.64E-02,-1.56E-01
108.577,-3.63E-02,-1.56E-01
108.611,-3.62E-02,-1.56E-01
108.644,-3.61E-02,-1.56E-01
108.678,-3.60E-02,-1.56E-01
108.711,-3.59E-02,-1.56E-01
108.744,-3.59E-02,-1.56E-01
108.778,-3.59E-02,-1.55E-01
108.811,-3.59E-02,-1.56E-01
108.844,-3.59E-02,-1.56E-01
108.878,-3.60E-02,-1.55E-01
108.911,-3.60E-02,-1.56E-01
108.944,-3.60E-02,-1.56E-01
108.978,-3.60E-02,-1.56E-01
109.011,-3.60E-02,-1.56E-01
109.044,-3.60E-02,-1.56E-01
109.078,-3.60E-02,-1.56E-01
109.111,-3.61E-02,-1.56E-01
109.145,-3.60E-02,-1.56E-01
109.178,-3.60E-02,-1.56E-01
109.211,-3.59E-02,-1.56E-01
109.245,-3.59E-02,-1.56E-01
109.278,-3.59E-02,-1.56E-01
109.311,-3.58E-02,-1.56E-01
109.345,-3.58E-02,-1.56E-01
109.378,-3.58E-02,-1.56E-01
109.411,-3.57E-02,-1.56E-01
109.445,-3.57E-02,-1.56E-01
109.478,-3.57E-02,-1.56E-01
109.511,-3.57E-02,-1.56E-01
109.545,-3.57E-02,-1.56E-01
109.578,-3.57E-02,-1.56E-01
109.612,-3.58E-02,-1.56E-01
109.645,-3.59E-02,-1.56E-01
109.678,-3.59E-02,-1.56E-01
109.712,-3.61E-02,-1.56E-01
109.745,-3.60E-02,-1.56E-01
109.778,-3.62E-02,-1.56E-01
109.812,-3.62E-02,-1.56E-01
109.845,-3.62E-02,-1.56E-01
109.878,-3.62E-02,-1.56E-01
109.912,-3.63E-02,-1.56E-01
109.945,-3.66E-02,-1.56E-01
109.978,-3.67E-02,-1.56E-01
110.012,-3.68E-02,-1.56E-01
110.045,-3.68E-02,-1.56E-01
110.079,-3.69E-02,-1.56E-01
110.112,-3.70E-02,-1.56E-01
110.145,-3.72E-02,-1.56E-01
110.179,-3.73E-02,-1.56E-01
110.212,-3.74E-02,-1.56E-01
110.245,-3.75E-02,-1.56E-01
110.279,-3.75E-02,-1.56E-01
110.312,-3.77E-02,-1.56E-01
110.345,-3.78E-02,-1.56E-01
110.379,-3.79E-02,-1.56E-01
110.412,-3.79E-02,-1.56E-01
110.445,-3.79E-02,-1.56E-01
110.479,-3.86E-02,-1.56E-01
110.512,-3.86E-02,-1.56E-01
110.546,-3.87E-02,-1.56E-01
110.579,-3.86E-02,-1.56E-01
110.612,-3.93E-02,-1.57E-01
110.646,-3.92E-02,-1.57E-01
110.679,-3.93E-02,-1.57E-01
110.712,-4.00E-02,-1.57E-01
110.746,-4.00E-02,-1.58E-01
110.779,-3.99E-02,-1.58E-01
110.812,-4.07E-02,-1.58E-01
110.846,-4.08E-02,-1.58E-01
110.879,-4.10E-02,-1.58E-01
110.912,-4.17E-02,-1.59E-01
110.946,-4.18E-02,-1.59E-01
110.979,-4.18E-02,-1.59E-01
111.013,-4.25E-02,-1.59E-01
111.046,-4.26E-02,-1.60E-01
111.079,-4.28E-02,-1.60E-01
111.113,-4.29E-02,-1.60E-01
111.146,-4.37E-02,-1.60E-01
111.179,-4.37E-02,-1.60E-01
111.213,-4.38E-02,-1.60E-01
111.246,-4.40E-02,-1.60E-01
111.279,-4.49E-02,-1.61E-01
111.313,-4.49E-02,-1.61E-01
111.346,-4.51E-02,-1.61E-01
111.379,-4.52E-02,-1.61E-01
111.413,-4.60E-02,-1.61E-01
111.446,-4.61E-02,-1.61E-01
111.48,-4.62E-02,-1.61E-01
111.513,-4.69E-02,-1.62E-01
111.546,-4.72E-02,-1.62E-01
111.58,-4.79E-02,-1.63E-01
111.613,-4.81E-02,-1.63E-01
111.646,-4.88E-02,-1.63E-01
111.68,-4.90E-02,-1.63E-01
111.713,-4.98E-02,-1.64E-01
111.746,-4.98E-02,-1.64E-01
111.78,-5.05E-02,-1.64E-01
111.813,-5.05E-02,-1.65E-01
111.846,-5.12E-02,-1.65E-01
111.88,-5.18E-02,-1.66E-01
111.913,-5.18E-02,-1.66E-01
111.947,-5.23E-02,-1.66E-01
111.98,-5.24E-02,-1.66E-01
112.013,-5.30E-02,-1.67E-01
112.047,-5.36E-02,-1.67E-01
112.08,-5.36E-02,-1.68E-01
112.113,-5.41E-02,-1.68E-01
112.147,-5.42E-02,-1.68E-01
112.18,-5.47E-02,-1.69E-01
112.213,-5.48E-02,-1.69E-01
112.247,-5.54E-02,-1.70E-01
112.28,-5.55E-02,-1.70E-01
112.313,-5.61E-02,-1.70E-01
112.347,-5.62E-02,-1.70E-01
112.38,-5.67E-02,-1.71E-01
112.414,-5.73E-02,-1.71E-01
112.447,-5.75E-02,-1.71E-01
112.48,-5.80E-02,-1.72E-01
112.514,-5.86E-02,-1.72E-01
112.547,-5.88E-02,-1.73E-01
112.58,-5.94E-02,-1.73E-01
112.614,-5.99E-02,-1.74E-01
112.647,-6.02E-02,-1.74E-01
112.68,-6.08E-02,-1.75E-01
112.714,-6.15E-02,-1.75E-01
112.747,-6.21E-02,-1.76E-01
112.78,-6.22E-02,-1.76E-01
112.814,-6.28E-02,-1.77E-01
112.847,-6.34E-02,-1.77E-01
112.881,-6.35E-02,-1.77E-01
112.914,-6.41E-02,-1.78E-01
112.947,-6.46E-02,-1.78E-01
112.981,-6.48E-02,-1.79E-01
113.014,-6.53E-02,-1.79E-01
113.047,-6.57E-02,-1.79E-01
113.081,-6.61E-02,-1.80E-01
113.114,-6.62E-02,-1.80E-01
113.147,-6.66E-02,-1.81E-01
113.181,-6.71E-02,-1.82E-01
113.214,-6.75E-02,-1.82E-01
113.247,-6.79E-02,-1.83E-01
113.281,-6.80E-02,-1.83E-01
113.314,-6.84E-02,-1.83E-01
113.348,-6.89E-02,-1.84E-01
113.381,-6.92E-02,-1.85E-01
113.414,-6.96E-02,-1.85E-01
113.448,-7.01E-02,-1.86E-01
113.481,-7.04E-02,-1.86E-01
113.514,-7.08E-02,-1.87E-01
113.548,-7.13E-02,-1.88E-01
113.581,-7.16E-02,-1.88E-01
113.614,-7.21E-02,-1.89E-01
113.648,-7.25E-02,-1.89E-01
113.681,-7.29E-02,-1.90E-01
113.714,-7.33E-02,-1.91E-01
113.748,-7.38E-02,-1.91E-01
113.781,-7.42E-02,-1.92E-01
113.815,-7.45E-02,-1.92E-01
113.848,-7.49E-02,-1.93E-01
113.881,-7.52E-02,-1.94E-01
113.915,-7.55E-02,-1.94E-01
113.948,-7.59E-02,-1.95E-01
113.981,-7.63E-02,-1.95E-01
114.015,-7.67E-02,-1.96E-01
114.048,-7.70E-02,-1.96E-01
114.081,-7.73E-02,-1.97E-01
114.115,-7.75E-02,-1.97E-01
114.148,-7.78E-02,-1.98E-01
114.181,-7.82E-02,-1.98E-01
114.215,-7.85E-02,-1.99E-01
114.248,-7.88E-02,-2.00E-01
114.282,-7.90E-02,-2.00E-01
114.315,-7.94E-02,-2.01E-01
114.348,-7.96E-02,-2.02E-01
114.382,-8.00E-02,-2.02E-01
114.415,-8.02E-02,-2.03E-01
114.448,-8.06E-02,-2.04E-01
114.482,-8.09E-02,-2.04E-01
114.515,-8.12E-02,-2.05E-01
114.548,-8.16E-02,-2.06E-01
114.582,-8.18E-02,-2.06E-01
114.615,-8.21E-02,-2.07E-01
114.648,-8.22E-02,-2.08E-01
114.682,-8.25E-02,-2.08E-01
114.715,-8.28E-02,-2.09E-01
114.749,-8.30E-02,-2.10E-01
114.782,-8.33E-02,-2.10E-01
114.815,-8.34E-02,-2.11E-01
114.849,-8.37E-02,-2.12E-01
114.882,-8.39E-02,-2.12E-01
114.915,-8.41E-02,-2.13E-01
114.949,-8.43E-02,-2.13E-01
114.982,-8.45E-02,-2.14E-01
115.015,-8.47E-02,-2.15E-01
115.049,-8.49E-02,-2.15E-01
115.082,-8.51E-02,-2.15E-01
115.115,-8.54E-02,-2.16E-01
115.149,-8.56E-02,-2.17E-01
115.182,-8.58E-02,-2.17E-01
115.216,-8.60E-02,-2.18E-01
115.249,-8.63E-02,-2.18E-01
115.282,-8.65E-02,-2.19E-01
115.316,-8.68E-02,-2.20E-01
115.349,-8.70E-02,-2.20E-01
115.382,-8.72E-02,-2.21E-01
115.416,-8.75E-02,-2.22E-01
115.449,-8.77E-02,-2.23E-01
115.482,-8.78E-02,-2.24E-01
115.516,-8.80E-02,-2.24E-01
115.549,-8.81E-02,-2.25E-01
115.582,-8.82E-02,-2.26E-01
115.616,-8.83E-02,-2.26E-01
115.649,-8.85E-02,-2.27E-01
115.683,-8.86E-02,-2.28E-01
115.716,-8.86E-02,-2.28E-01
115.749,-8.87E-02,-2.29E-01
115.783,-8.88E-02,-2.30E-01
115.816,-8.88E-02,-2.30E-01
115.849,-8.88E-02,-2.31E-01
115.883,-8.89E-02,-2.31E-01
115.916,-8.89E-02,-2.32E-01
115.949,-8.89E-02,-2.32E-01
115.983,-8.89E-02,-2.33E-01
116.016,-8.89E-02,-2.34E-01
116.049,-8.90E-02,-2.34E-01
116.083,-8.91E-02,-2.35E-01
116.116,-8.92E-02,-2.35E-01
116.15,-8.94E-02,-2.36E-01
116.183,-8.94E-02,-2.37E-01
116.216,-8.95E-02,-2.37E-01
116.25,-8.95E-02,-2.38E-01
116.283,-8.95E-02,-2.39E-01
116.316,-8.96E-02,-2.39E-01
116.35,-8.95E-02,-2.40E-01
116.383,-8.96E-02,-2.41E-01
116.416,-8.96E-02,-2.41E-01
116.45,-8.96E-02,-2.42E-01
116.483,-8.98E-02,-2.43E-01
116.516,-8.99E-02,-2.43E-01
116.55,-8.99E-02,-2.44E-01
116.583,-8.99E-02,-2.44E-01
116.617,-8.99E-02,-2.45E-01
116.65,-9.00E-02,-2.45E-01
116.683,-9.00E-02,-2.46E-01
116.717,-9.00E-02,-2.47E-01
116.75,-9.00E-02,-2.47E-01
116.783,-9.00E-02,-2.48E-01
116.817,-9.00E-02,-2.48E-01
116.85,-9.00E-02,-2.49E-01
116.883,-9.00E-02,-2.49E-01
116.917,-8.99E-02,-2.50E-01
116.95,-8.99E-02,-2.50E-01
116.983,-8.99E-02,-2.51E-01
117.017,-8.98E-02,-2.51E-01
117.05,-8.98E-02,-2.52E-01
117.084,-8.97E-02,-2.52E-01
117.117,-8.97E-02,-2.53E-01
117.15,-8.97E-02,-2.53E-01
117.184,-8.97E-02,-2.54E-01
117.217,-8.97E-02,-2.54E-01
117.25,-8.96E-02,-2.55E-01
117.284,-8.96E-02,-2.56E-01
117.317,-8.94E-02,-2.56E-01
117.35,-8.93E-02,-2.57E-01
117.384,-8.92E-02,-2.57E-01
117.417,-8.93E-02,-2.58E-01
117.45,-8.92E-02,-2.58E-01
117.484,-8.91E-02,-2.59E-01
117.517,-8.91E-02,-2.59E-01
117.551,-8.92E-02,-2.60E-01
117.584,-8.91E-02,-2.60E-01
117.617,-8.91E-02,-2.60E-01
117.651,-8.92E-02,-2.61E-01
117.684,-8.91E-02,-2.61E-01
117.717,-8.92E-02,-2.61E-01
117.751,-8.92E-02,-2.62E-01
117.784,-8.93E-02,-2.62E-01
117.817,-8.91E-02,-2.62E-01
117.851,-8.92E-02,-2.63E-01
117.884,-8.92E-02,-2.63E-01
117.917,-8.92E-02,-2.63E-01
117.951,-8.91E-02,-2.63E-01
117.984,-8.92E-02,-2.64E-01
118.018,-8.91E-02,-2.64E-01
118.051,-8.91E-02,-2.64E-01
118.084,-8.90E-02,-2.65E-01
118.118,-8.92E-02,-2.65E-01
118.151,-8.88E-02,-2.66E-01
118.184,-8.88E-02,-2.66E-01
118.218,-8.86E-02,-2.67E-01
118.251,-8.86E-02,-2.67E-01
118.284,-8.86E-02,-2.67E-01
118.318,-8.82E-02,-2.68E-01
118.351,-8.81E-02,-2.68E-01
118.384,-8.79E-02,-2.68E-01
118.418,-8.79E-02,-2.69E-01
118.451,-8.79E-02,-2.69E-01
118.485,-8.75E-02,-2.70E-01
118.518,-8.75E-02,-2.70E-01
118.551,-8.74E-02,-2.70E-01
118.585,-8.74E-02,-2.70E-01
118.618,-8.74E-02,-2.70E-01
118.651,-8.74E-02,-2.70E-01
118.685,-8.74E-02,-2.70E-01
118.718,-8.72E-02,-2.70E-01
118.751,-8.73E-02,-2.70E-01
118.785,-8.73E-02,-2.71E-01
118.818,-8.74E-02,-2.71E-01
118.851,-8.74E-02,-2.71E-01
118.885,-8.73E-02,-2.71E-01
118.918,-8.73E-02,-2.71E-01
118.952,-8.74E-02,-2.71E-01
118.985,-8.73E-02,-2.72E-01
119.018,-8.74E-02,-2.72E-01
119.052,-8.74E-02,-2.72E-01
119.085,-8.73E-02,-2.72E-01
119.118,-8.74E-02,-2.72E-01
119.152,-8.74E-02,-2.73E-01
119.185,-8.74E-02,-2.73E-01
119.218,-8.73E-02,-2.73E-01
119.252,-8.73E-02,-2.73E-01
119.285,-8.73E-02,-2.73E-01
119.318,-8.73E-02,-2.73E-01
119.352,-8.73E-02,-2.73E-01
119.385,-8.74E-02,-2.73E-01
119.419,-8.74E-02,-2.73E-01
119.452,-8.74E-02,-2.73E-01
119.485,-8.73E-02,-2.73E-01
119.519,-8.73E-02,-2.73E-01
119.552,-8.73E-02,-2.73E-01
119.585,-8.73E-02,-2.73E-01
119.619,-8.73E-02,-2.73E-01
119.652,-8.73E-02,-2.73E-01
119.685,-8.73E-02,-2.73E-01
119.719,-8.73E-02,-2.73E-01
119.752,-8.73E-02,-2.73E-01
119.785,-8.73E-02,-2.73E-01
119.819,-8.73E-02,-2.73E-01
119.852,-8.73E-02,-2.73E-01
119.886,-8.73E-02,-2.73E-01
119.919,-8.73E-02,-2.73E-01
119.952,-8.73E-02,-2.73E-01
119.986,-8.73E-02,-2.73E-01
120.019,-8.73E-02,-2.73E-01
120.052,-8.73E-02,-2.73E-01
120.086,-8.73E-02,-2.73E-01
120.119,-8.73E-02,-2.73E-01
120.152,-8.74E-02,-2.73E-01
120.186,-8.74E-02,-2.73E-01
120.219,-8.74E-02,-2.73E-01
120.252,-8.75E-02,-2.73E-01
120.286,-8.75E-02,-2.73E-01
120.319,-8.75E-02,-2.73E-01
120.353,-8.75E-02,-2.73E-01
120.386,-8.75E-02,-2.73E-01
120.419,-8.75E-02,-2.73E-01
120.453,-8.75E-02,-2.73E-01
120.486,-8.75E-02,-2.73E-01
120.519,-8.75E-02,-2.73E-01
120.553,-8.75E-02,-2.73E-01
120.586,-8.75E-02,-2.73E-01
120.619,-8.74E-02,-2.73E-01
120.653,-8.75E-02,-2.73E-01
120.686,-8.75E-02,-2.72E-01
120.719,-8.74E-02,-2.72E-01
120.753,-8.76E-02,-2.72E-01
120.786,-8.75E-02,-2.72E-01
120.82,-8.74E-02,-2.72E-01
120.853,-8.75E-02,-2.71E-01
120.886,-8.75E-02,-2.71E-01
120.92,-8.74E-02,-2.71E-01
120.953,-8.74E-02,-2.71E-01
120.986,-8.75E-02,-2.71E-01
121.02,-8.75E-02,-2.71E-01
121.053,-8.75E-02,-2.70E-01
121.086,-8.74E-02,-2.70E-01
121.12,-8.75E-02,-2.70E-01
121.153,-8.74E-02,-2.70E-01
121.186,-8.74E-02,-2.70E-01
121.22,-8.74E-02,-2.70E-01
121.253,-8.75E-02,-2.69E-01
121.287,-8.74E-02,-2.69E-01
121.32,-8.75E-02,-2.69E-01
121.353,-8.76E-02,-2.69E-01
121.387,-8.76E-02,-2.68E-01
121.42,-8.77E-02,-2.68E-01
121.453,-8.78E-02,-2.67E-01
121.487,-8.79E-02,-2.67E-01
121.52,-8.80E-02,-2.67E-01
121.553,-8.81E-02,-2.67E-01
121.587,-8.83E-02,-2.66E-01
121.62,-8.84E-02,-2.65E-01
121.653,-8.86E-02,-2.65E-01
121.687,-8.87E-02,-2.65E-01
121.72,-8.87E-02,-2.65E-01
121.754,-8.88E-02,-2.64E-01
121.787,-8.89E-02,-2.64E-01
121.82,-8.89E-02,-2.64E-01
121.854,-8.90E-02,-2.63E-01
121.887,-8.90E-02,-2.62E-01
121.92,-8.92E-02,-2.62E-01
121.954,-8.92E-02,-2.62E-01
121.987,-8.93E-02,-2.61E-01
122.02,-8.93E-02,-2.61E-01
122.054,-8.93E-02,-2.61E-01
122.087,-8.93E-02,-2.60E-01
122.12,-8.93E-02,-2.60E-01
122.154,-8.93E-02,-2.60E-01
122.187,-8.93E-02,-2.59E-01
122.221,-8.94E-02,-2.59E-01
122.254,-8.94E-02,-2.58E-01
122.287,-8.94E-02,-2.58E-01
122.321,-8.93E-02,-2.57E-01
122.354,-8.94E-02,-2.57E-01
122.387,-8.94E-02,-2.56E-01
122.421,-8.94E-02,-2.56E-01
122.454,-8.94E-02,-2.55E-01
122.487,-8.95E-02,-2.54E-01
122.521,-8.95E-02,-2.54E-01
122.554,-8.95E-02,-2.53E-01
122.587,-8.95E-02,-2.53E-01
122.621,-8.96E-02,-2.52E-01
122.654,-8.95E-02,-2.51E-01
122.688,-8.95E-02,-2.51E-01
122.721,-8.95E-02,-2.51E-01
122.754,-8.95E-02,-2.50E-01
122.788,-8.95E-02,-2.49E-01
122.821,-8.95E-02,-2.49E-01
122.854,-8.95E-02,-2.49E-01
122.888,-8.95E-02,-2.48E-01
122.921,-8.95E-02,-2.48E-01
122.954,-8.96E-02,-2.47E-01
122.988,-8.96E-02,-2.47E-01
123.021,-8.96E-02,-2.46E-01
123.054,-8.96E-02,-2.46E-01
123.088,-8.98E-02,-2.45E-01
123.121,-8.98E-02,-2.44E-01
123.155,-8.99E-02,-2.44E-01
123.188,-8.99E-02,-2.43E-01
123.221,-8.99E-02,-2.43E-01
123.255,-8.99E-02,-2.42E-01
123.288,-8.99E-02,-2.41E-01
123.321,-8.99E-02,-2.41E-01
123.355,-8.99E-02,-2.40E-01
123.388,-8.98E-02,-2.39E-01
123.421,-8.98E-02,-2.39E-01
123.455,-8.98E-02,-2.38E-01
123.488,-8.97E-02,-2.37E-01
123.521,-8.97E-02,-2.37E-01
123.555,-8.97E-02,-2.36E-01
123.588,-8.96E-02,-2.35E-01
123.622,-8.96E-02,-2.35E-01
123.655,-8.94E-02,-2.34E-01
123.688,-8.93E-02,-2.33E-01
123.722,-8.92E-02,-2.33E-01
123.755,-8.91E-02,-2.32E-01
123.788,-8.91E-02,-2.32E-01
123.822,-8.90E-02,-2.31E-01
123.855,-8.90E-02,-2.31E-01
123.888,-8.91E-02,-2.30E-01
123.922,-8.91E-02,-2.30E-01
123.955,-8.91E-02,-2.29E-01
123.988,-8.90E-02,-2.29E-01
124.022,-8.90E-02,-2.28E-01
124.055,-8.90E-02,-2.28E-01
124.089,-8.88E-02,-2.26E-01
124.122,-8.88E-02,-2.26E-01
124.155,-8.87E-02,-2.25E-01
124.189,-8.86E-02,-2.25E-01
124.222,-8.85E-02,-2.24E-01
124.255,-8.85E-02,-2.23E-01
124.289,-8.82E-02,-2.22E-01
124.322,-8.80E-02,-2.22E-01
124.355,-8.79E-02,-2.21E-01
124.389,-8.78E-02,-2.20E-01
124.422,-8.75E-02,-2.19E-01
124.455,-8.73E-02,-2.19E-01
124.489,-8.72E-02,-2.18E-01
124.522,-8.70E-02,-2.17E-01
124.556,-8.67E-02,-2.17E-01
124.589,-8.65E-02,-2.16E-01
124.622,-8.64E-02,-2.15E-01
124.656,-8.61E-02,-2.15E-01
124.689,-8.57E-02,-2.14E-01
124.722,-8.55E-02,-2.13E-01
124.756,-8.53E-02,-2.13E-01
124.789,-8.50E-02,-2.12E-01
124.822,-8.48E-02,-2.12E-01
